time,load@tsung_controller@ip-172-31-22-253 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0703125 
140,0.0703125 
150,0.0703125 
160,0.12109375 
170,0.12109375 
180,0.12109375 
190,0.12109375 
200,0.12109375 
210,0.12109375 
220,0.12109375 
230,0.12109375 
240,0.12109375 
250,0.12109375 
260,0.12109375 
270,0.12890625 
280,0.1796875 
290,0.1796875 
300,0.1796875 
310,0.1796875 
320,0.1796875 
330,0.1796875 
340,0.19140625 
350,0.19140625 
360,0.19140625 
370,0.19140625 
380,0.3203125 
390,0.421875 
400,0.44140625 
410,0.44140625 
420,0.62109375 
430,0.62109375 
440,0.75 
450,1.08984375 
